zip_code,lat,lon,state
19073,39.97,-75.43,PA
19401,40.12,-75.33,PA
19403,40.12,-75.33,PA
19405,40.1,-75.34,PA
19406,40.09,-75.38,PA
19436,40.2,-75.24,PA
19454,40.21,-75.27,PA
19477,40.18,-75.22,PA
19074,39.88,-75.29,PA
19362,39.74,-76.04,PA
19075,40.11,-75.18,PA
18942,40.46,-75.15,PA
19363,39.78,-75.98,PA
19301,40.04,-75.49,PA
19365,39.95,-75.91,PA
18944,40.37,-75.29,PA
19102,39.95,-75.16,PA
19103,39.95,-75.16,PA
19104,39.95,-75.16,PA
19106,39.95,-75.16,PA
19107,39.95,-75.16,PA
19109,39.95,-75.16,PA
19110,39.95,-75.16,PA
19111,40.06,-75.07,PA
19112,39.95,-75.16,PA
19113,39.95,-75.16,PA
19114,39.95,-75.16,PA
19115,39.95,-75.16,PA
19116,39.95,-75.16,PA
19118,39.95,-75.16,PA
19119,39.95,-75.16,PA
19120,39.95,-75.16,PA
19121,39.95,-75.16,PA
19122,39.95,-75.16,PA
19123,39.95,-75.16,PA
19124,39.95,-75.16,PA
19125,39.95,-75.16,PA
19126,39.95,-75.16,PA
19127,39.95,-75.16,PA
19128,39.95,-75.16,PA
19129,39.95,-75.16,PA
19130,39.95,-75.16,PA
19131,39.95,-75.16,PA
19132,39.95,-75.16,PA
19133,39.95,-75.16,PA
19134,39.95,-75.16,PA
19135,39.95,-75.16,PA
19136,39.95,-75.16,PA
19137,39.95,-75.16,PA
19138,39.95,-75.16,PA
19139,39.95,-75.16,PA
19140,39.95,-75.16,PA
19141,39.95,-75.16,PA
19142,39.95,-75.16,PA
19143,39.95,-75.16,PA
19144,39.95,-75.16,PA
19145,39.95,-75.16,PA
19146,39.95,-75.16,PA
19147,39.95,-75.16,PA
19148,39.95,-75.16,PA
19149,39.95,-75.16,PA
19150,39.95,-75.16,PA
19151,39.95,-75.16,PA
19152,39.95,-75.16,PA
19153,39.95,-75.16,PA
19154,39.95,-75.16,PA
19176,39.9,-75.23,PA
19190,39.95,-75.16,PA
19453,40.13,-75.49,PA
19460,40.13,-75.51,PA
18947,40.43,-75.1,PA
19462,40.1,-75.28,PA
19464,40.25,-75.64,PA
19465,40.25,-75.64,PA
19076,39.88,-75.3,PA
18951,40.43,-75.34,PA
18955,40.47,-75.32,PA
19078,39.87,-75.32,PA
19468,40.18,-75.53,PA
18960,40.36,-75.3,PA
19079,39.9,-75.26,PA
18964,40.31,-75.32,PA
18954,40.22,-75,PA
18966,40.18,-75,PA
19475,40.17,-75.54,PA
19081,39.9,-75.34,PA
18969,40.32,-75.32,PA
19373,39.89,-75.53,PA
19374,39.83,-75.75,PA
18972,40.53,-75.12,PA
19082,39.96,-75.27,PA
19083,39.97,-75.31,PA
19085,40.03,-75.35,PA
18974,40.21,-75.07,PA
18976,40.25,-75.14,PA
18977,40.28,-74.87,PA
19087,40.06,-75.4,PA
19380,39.95,-75.6,PA
19382,39.95,-75.6,PA
19390,39.82,-75.82,PA
19090,40.14,-75.11,PA
19094,39.87,-75.34,PA
19095,40.09,-75.14,PA
19096,39.99,-75.27,PA
19492,40.28,-75.48,PA
41503,37.66,-82.29,KY
37620,36.56,-82.19,TN
24210,36.7,-81.96,VA
24211,36.7,-81.96,VA
24517,37.12,-79.28,VA
24520,36.56,-79,VA
24521,37.58,-79.05,VA
24216,36.9,-82.78,VA
24522,37.35,-78.82,VA
24053,36.6,-80.51,VA
24311,36.86,-81.39,VA
24312,36.82,-80.86,VA
24054,36.66,-79.71,VA
24602,37.14,-81.7,VA
24313,36.91,-80.8,VA
24055,36.76,-79.98,VA
24314,37.15,-81.15,VA
24523,37.32,-79.52,VA
24059,37.15,-80.11,VA
24526,37.53,-79.36,VA
24603,37.31,-82.22,VA
24219,36.86,-82.77,VA
24220,37.15,-82.23,VA
24060,37.23,-80.42,VA
24221,36.62,-83.05,VA
24527,36.68,-79.38,VA
24315,37.1,-81.11,VA
24605,37.23,-81.26,VA
24064,37.38,-79.82,VA
24065,37.11,-79.95,VA
24201,36.61,-82.16,VA
24202,36.61,-82.16,VA
24316,36.91,-81.66,VA
24528,37.05,-78.94,VA
24066,37.52,-79.68,VA
24529,36.6,-78.63,VA
24530,36.81,-79.58,VA
24067,37.01,-80.05,VA
24317,36.58,-80.66,VA
24069,36.56,-79.66,VA
24224,36.87,-82.28,VA
24070,37.38,-80.11,VA
24609,37.08,-81.76,VA
24318,37.01,-81.35,VA
24531,36.81,-79.39,VA
24072,37.05,-80.18,VA
24319,36.8,-81.68,VA
24073,37.14,-80.4,VA
24076,36.59,-80.42,VA
24225,36.94,-82.15,VA
24226,37.12,-82.33,VA
24269,37.08,-82.38,VA
24228,37.15,-82.45,VA
24534,36.83,-78.73,VA
24077,37.35,-79.9,VA
24230,36.94,-82.46,VA
24536,37.5,-79.33,VA
24078,36.72,-79.91,VA
24538,37.35,-78.98,VA
24079,37.08,-80.13,VA
24322,36.81,-81.1,VA
24082,36.63,-80.15,VA
24323,36.88,-81.18,VA
24539,36.85,-78.9,VA
24083,37.41,-79.92,VA
24236,36.63,-81.78,VA
24237,36.98,-82.29,VA
24540,36.58,-79.4,VA
24541,36.58,-79.4,VA
24217,37.08,-82.19,VA
24239,37.1,-82.13,VA
24324,37,-80.76,VA
24243,36.77,-82.94,VA
24549,36.75,-79.41,VA
24084,37.1,-80.68,VA
24244,36.71,-82.79,VA
24325,36.81,-80.61,VA
24245,36.82,-82.46,VA
24085,37.63,-79.8,VA
24086,37.28,-80.63,VA
24326,36.71,-81.18,VA
24087,37.21,-80.23,VA
24550,37.23,-79.28,VA
24248,36.63,-83.43,VA
24613,37.26,-81.33,VA
24328,36.66,-80.7,VA
24088,36.92,-80.02,VA
24089,36.7,-79.94,VA
24090,37.49,-79.87,VA
24091,36.91,-80.31,VA
24551,37.37,-79.27,VA
24250,36.77,-82.58,VA
24330,36.71,-80.97,VA
24333,36.66,-80.91,VA
24251,36.63,-82.58,VA
24290,36.62,-82.56,VA
24092,37,-79.77,VA
24340,36.79,-81.77,VA
24553,37.54,-78.84,VA
24554,37.16,-79.08,VA
24555,37.63,-79.45,VA
24093,37.37,-80.85,VA
24556,37.36,-79.38,VA
24095,37.21,-79.71,VA
24557,36.95,-79.36,VA
24614,37.27,-82.1,VA
24558,36.76,-78.93,VA
24101,37.18,-79.8,VA
24256,37.2,-82.29,VA
24102,36.83,-80,VA
24343,36.76,-80.73,VA
24258,36.65,-82.46,VA
24347,36.97,-80.64,VA
24260,37.01,-81.97,VA
24104,37.16,-79.48,VA
24620,37.42,-82.02,VA
24563,37.09,-79.29,VA
24348,36.61,-81.15,VA
24105,36.91,-80.55,VA
24350,36.83,-80.95,VA
24565,36.83,-79.23,VA
24622,37.18,-81.8,VA
24263,36.68,-83.11,VA
24566,36.71,-79.3,VA
24265,36.86,-82.9,VA
24351,36.58,-80.76,VA
24352,36.71,-80.51,VA
24266,36.89,-82.07,VA
24569,37.08,-79.1,VA
24570,37.34,-79.45,VA
24501,37.4,-79.19,VA
24502,37.4,-79.19,VA
24503,37.4,-79.19,VA
24504,37.4,-79.19,VA
24571,37.14,-79.36,VA
24572,37.43,-79.1,VA
24354,36.83,-81.51,VA
24112,36.68,-79.86,VA
24628,37.31,-82.19,VA
24360,36.96,-80.93,VA
24120,36.73,-80.41,VA
24361,36.76,-81.85,VA
24270,36.72,-82.25,VA
24121,37.18,-79.63,VA
24574,37.6,-79.24,VA
24122,37.38,-79.73,VA
24363,36.58,-81.33,VA
24124,37.33,-80.8,VA
24577,36.93,-78.95,VA
24578,37.63,-79.55,VA
24579,37.58,-79.5,VA
24580,36.55,-78.67,VA
24127,37.5,-80.11,VA
24128,37.29,-80.49,VA
24271,36.75,-82.41,VA
24272,37.02,-82.34,VA
24630,37.16,-81.5,VA
24273,36.93,-82.62,VA
24581,37.64,-78.8,VA
24631,37.21,-81.98,VA
24130,37.61,-79.98,VA
24131,37.56,-80.28,VA
24133,36.67,-80.13,VA
24134,37.32,-80.72,VA
24136,37.32,-80.63,VA
24137,36.98,-79.63,VA
24277,36.75,-83.02,VA
24634,37.29,-81.9,VA
24138,37.05,-80.36,VA
24139,36.98,-79.46,VA
24161,37,-79.55,VA
24279,37.12,-82.6,VA
24637,37.04,-81.73,VA
24301,37.05,-80.76,VA
24141,37.12,-80.55,VA
24639,37.16,-81.9,VA
24147,37.38,-80.82,VA
24641,37.09,-81.8,VA
24148,36.57,-79.85,VA
24149,37.02,-80.43,VA
24586,36.6,-79.3,VA
24150,37.38,-80.63,VA
24011,37.27,-79.95,VA
24012,37.27,-79.95,VA
24013,37.27,-79.95,VA
24014,37.27,-79.95,VA
24015,37.27,-79.95,VA
24016,37.27,-79.95,VA
24017,37.27,-79.95,VA
24018,37.27,-79.95,VA
24019,37.27,-79.95,VA
24366,37.23,-81.1,VA
24151,36.99,-79.89,VA
24280,36.95,-81.93,VA
24281,36.67,-83.36,VA
24646,37.12,-82.03,VA
24368,36.89,-81.27,VA
24588,37.28,-79.1,VA
24282,36.8,-83.05,VA
24283,36.9,-82.31,VA
24153,37.28,-80.05,VA
24370,36.87,-81.76,VA
24589,36.75,-78.79,VA
24562,37.73,-78.64,VA
24590,37.79,-78.49,VA
24162,37.16,-80.24,VA
24592,36.7,-78.9,VA
24374,36.81,-81.16,VA
24165,36.61,-80.01,VA
24593,37.35,-78.91,VA
24167,37.24,-80.76,VA
24168,36.75,-79.95,VA
24171,36.64,-80.27,VA
24375,36.76,-81.4,VA
24594,36.62,-79.18,VA
24649,37.08,-81.91,VA
24377,36.97,-81.64,VA
24651,37.12,-81.51,VA
24174,37.35,-79.63,VA
24378,36.7,-81.43,VA
24175,37.41,-79.87,VA
24176,37,-79.68,VA
24656,37.23,-82.08,VA
24597,36.79,-79.12,VA
24179,37.27,-79.88,VA
24598,36.54,-78.77,VA
24292,36.6,-81.61,VA
24657,37.26,-81.88,VA
24380,36.85,-80.48,VA
24599,37.64,-78.73,VA
24184,37.08,-79.9,VA
24293,36.97,-82.58,VA
24381,36.71,-80.81,VA
24185,36.78,-80.28,VA
24382,36.95,-81.08,VA
26210,38.91,-80.3,WV
24910,37.72,-80.64,WV
24943,37.84,-80.74,WV
25501,38.17,-81.99,WV
25572,38.15,-81.89,WV
26320,39.42,-80.82,WV
26321,39.04,-80.69,WV
25003,38.28,-81.84,WV
25607,37.8,-81.75,WV
25811,37.59,-81.34,WV
25005,38.54,-81.24,WV
24808,37.33,-81.44,WV
25812,38.13,-81.1,WV
25502,38.7,-82.17,WV
25007,37.84,-81.43,WV
25180,37.78,-81.43,WV
25234,38.78,-81.12,WV
24916,37.81,-80.56,WV
25503,38.66,-82.09,WV
24712,37.42,-81.01,WV
26325,39.09,-80.85,WV
26704,39.3,-78.59,WV
26705,39.29,-79.56,WV
25608,37.58,-81.94,WV
26801,39.04,-78.74,WV
24918,37.51,-80.75,WV
25504,38.4,-82.29,WV
24920,38.58,-79.71,WV
25813,37.74,-81.15,WV
25801,37.78,-81.18,WV
26250,39.02,-79.93,WV
25015,38.23,-81.53,WV
26133,39.12,-81.67,WV
26134,39.37,-81.26,WV
26656,38.26,-81.13,WV
25411,39.55,-78.21,WV
24815,37.26,-81.66,WV
26253,38.84,-79.87,WV
25019,38.37,-81.1,WV
26136,38.98,-81.13,WV
26141,38.96,-81.25,WV
25505,38,-81.99,WV
26137,38.97,-80.99,WV
25021,37.87,-81.69,WV
26610,38.49,-80.75,WV
26521,39.71,-80.21,WV
26817,39.38,-78.37,WV
25024,38.15,-81.62,WV
24701,37.26,-81.21,WV
25028,37.95,-81.72,WV
25817,37.76,-81.41,WV
25030,38.4,-81.21,WV
26254,38.94,-79.63,WV
26268,38.81,-79.7,WV
24715,37.32,-81.31,WV
24724,37.33,-81.27,WV
25506,38.25,-82.25,WV
25544,38.22,-82.13,WV
26802,38.62,-79.24,WV
25666,37.92,-82.27,WV
24818,37.58,-81.66,WV
26524,39.55,-79.81,WV
26330,39.29,-80.25,WV
26525,39.65,-79.64,WV
24924,38.19,-80.14,WV
26201,38.98,-80.22,WV
26267,38.93,-80.08,WV
24726,37.51,-81.36,WV
25033,38.61,-81.98,WV
25413,39.32,-78.05,WV
26710,39.36,-78.91,WV
26335,38.85,-80.65,WV
26615,38.84,-80.72,WV
26561,39.59,-80.57,WV
26562,39.66,-80.39,WV
25035,38.17,-81.5,WV
26855,38.99,-79.2,WV
26161,39.18,-81.25,WV
26337,39.2,-81.15,WV
24925,37.75,-80.34,WV
26660,38.32,-80.7,WV
26338,39.09,-80.61,WV
26208,38.36,-80.59,WV
25820,37.48,-81.1,WV
26662,38.26,-80.73,WV
26711,39.29,-78.43,WV
24927,38.45,-79.89,WV
25039,38.22,-81.42,WV
26611,38.84,-80.84,WV
25508,37.97,-82.01,WV
25301,38.35,-81.63,WV
25302,38.35,-81.63,WV
25303,38.35,-81.63,WV
25304,38.35,-81.63,WV
25305,38.35,-81.63,WV
25306,38.35,-81.63,WV
25309,38.35,-81.63,WV
25311,38.35,-81.63,WV
25312,38.35,-81.63,WV
25313,38.35,-81.63,WV
25314,38.35,-81.63,WV
25315,38.35,-81.63,WV
25320,38.35,-81.63,WV
25387,38.35,-81.63,WV
25389,38.35,-81.63,WV
25414,39.28,-77.85,WV
25958,37.99,-80.69,WV
25235,38.67,-81.09,WV
26804,38.67,-79.49,WV
26301,39.28,-80.33,WV
25043,38.46,-81.08,WV
25044,37.89,-81.31,WV
24822,37.64,-81.69,WV
25045,38.48,-81.34,WV
25047,37.79,-81.99,WV
25823,37.67,-81.21,WV
24823,37.67,-81.73,WV
26257,38.9,-80,WV
25049,38.12,-81.57,WV
25825,37.64,-81.12,WV
25051,38.15,-81.71,WV
25239,38.85,-81.81,WV
25264,38.86,-81.87,WV
26206,38.41,-80.55,WV
26342,39,-80.86,WV
25827,37.74,-81.23,WV
26205,38.32,-80.64,WV
24931,37.94,-80.61,WV
25669,37.94,-82.44,WV
25510,38.41,-82.06,WV
24827,37.74,-81.66,WV
25831,37.88,-80.97,WV
25832,37.72,-81.12,WV
25053,38.08,-81.83,WV
25617,37.71,-81.78,WV
26260,39.13,-79.46,WV
26142,39.21,-81.46,WV
24828,37.47,-81.65,WV
25670,37.7,-82.18,WV
26714,39.19,-78.6,WV
26217,38.58,-80.42,WV
26617,38.46,-80.87,WV
25671,37.87,-82.18,WV
25059,38.26,-81.18,WV
25048,37.93,-81.45,WV
25060,37.96,-81.49,WV
25062,37.86,-81.49,WV
26263,38.94,-79.43,WV
25063,38.56,-80.97,WV
25064,38.36,-81.73,WV
25511,38.03,-82.34,WV
24934,38.35,-79.82,WV
26264,38.54,-79.82,WV
25067,38.21,-81.44,WV
25512,38.19,-82.32,WV
25672,37.58,-82.1,WV
25837,38.05,-81.03,WV
26716,39.29,-79.51,WV
24830,37.33,-81.52,WV
26143,39.06,-81.39,WV
26717,39.38,-79.15,WV
26241,38.92,-79.85,WV
25071,38.43,-81.47,WV
26346,39.26,-81.05,WV
26568,39.41,-80.27,WV
26203,38.54,-80.56,WV
25075,38.11,-81.47,WV
25241,38.8,-81.8,WV
25839,37.78,-81.39,WV
26554,39.48,-80.14,WV
26570,39.59,-80.24,WV
25079,38.47,-81.38,WV
25419,39.55,-77.89,WV
26571,39.51,-80.25,WV
25840,38.05,-81.1,WV
26202,38.25,-80.64,WV
26818,39.05,-79,WV
25841,37.58,-81.11,WV
26621,38.72,-80.65,WV
26347,39.26,-80.12,WV
26348,39.46,-80.52,WV
24935,37.55,-80.83,WV
26719,39.49,-78.76,WV
25514,38.11,-82.59,WV
25081,38.09,-81.77,WV
26623,38.62,-80.88,WV
24938,37.91,-80.38,WV
26807,38.64,-79.33,WV
25082,38.54,-82.02,WV
26218,38.83,-80.25,WV
26146,39.51,-81.06,WV
25083,38.17,-81.38,WV
25515,38.76,-82.11,WV
25243,38.69,-81.46,WV
24941,37.56,-80.41,WV
24984,37.48,-80.43,WV
26624,38.67,-80.77,WV
25085,38.16,-81.2,WV
25115,38.11,-81.15,WV
25244,38.8,-81.57,WV
25517,38.07,-82.46,WV
25420,39.37,-78.11,WV
25843,37.61,-81.09,WV
25621,37.61,-81.86,WV
26671,38.29,-80.96,WV
25245,38.71,-81.7,WV
25088,38.35,-81.23,WV
25844,37.77,-81.33,WV
25845,37.65,-81.52,WV
25421,39.38,-78.15,WV
25846,37.93,-81.17,WV
25936,37.96,-81.08,WV
25848,37.73,-81.44,WV
26351,38.93,-80.83,WV
25520,38.54,-82.14,WV
25093,37.99,-81.68,WV
26720,39.24,-79.35,WV
26354,39.34,-80.01,WV
26147,38.92,-81.09,WV
25422,39.62,-78.29,WV
24915,38.45,-79.75,WV
24944,38.39,-79.78,WV
26722,39.49,-78.62,WV
24945,37.53,-80.66,WV
25521,38.24,-81.99,WV
26222,38.67,-80.39,WV
26269,39.08,-79.64,WV
25523,38.27,-82.1,WV
24839,37.56,-81.81,WV
24869,37.52,-81.79,WV
25103,38.11,-81.37,WV
26270,38.92,-79.52,WV
25425,39.32,-77.74,WV
26362,39.21,-81.04,WV
25524,38.03,-82.13,WV
26627,38.75,-80.65,WV
25427,39.55,-77.99,WV
26224,38.72,-80.18,WV
25106,38.83,-82.13,WV
26271,39.07,-79.63,WV
25107,38.2,-81.61,WV
25108,37.96,-81.85,WV
25854,38.11,-80.94,WV
26808,39.23,-78.4,WV
24946,38.13,-80.21,WV
25951,37.66,-80.88,WV
25625,37.81,-82.06,WV
26372,38.95,-80.36,WV
26575,39.68,-80.45,WV
25701,38.41,-82.43,WV
25702,38.41,-82.43,WV
25703,38.41,-82.43,WV
25704,38.41,-82.43,WV
25705,38.41,-82.43,WV
25526,38.43,-82.01,WV
26273,38.71,-79.97,WV
24844,37.46,-81.81,WV
25111,38.35,-81.16,WV
25428,39.35,-78.05,WV
26376,38.75,-80.47,WV
25113,38.52,-81.02,WV
26377,39.53,-80.65,WV
26378,39.1,-80.4,WV
25114,37.94,-81.78,WV
24849,37.66,-81.55,WV
24850,37.33,-81.83,WV
25857,37.62,-81.21,WV
25529,38.13,-81.86,WV
25969,37.65,-80.98,WV
26228,38.76,-80.37,WV
25430,39.38,-77.88,WV
24731,37.4,-81.13,WV
25231,38.62,-81.56,WV
25248,38.67,-81.66,WV
25530,38.4,-82.58,WV
26276,39.02,-79.75,WV
25674,37.83,-82.4,WV
26726,39.43,-78.98,WV
25534,38.06,-82.26,WV
25118,38.12,-81.32,WV
25119,38.02,-81.26,WV
26519,39.49,-79.63,WV
26537,39.47,-79.68,WV
26731,39.12,-79.08,WV
25121,37.94,-81.93,WV
25862,38.1,-81.03,WV
24714,37.49,-81.18,WV
24733,37.44,-81.21,WV
25535,38.32,-82.41,WV
25864,37.87,-80.99,WV
25251,38.61,-81.24,WV
26676,38.12,-80.73,WV
25676,37.8,-82.27,WV
25123,38.74,-81.95,WV
25971,37.5,-80.98,WV
25252,38.95,-81.57,WV
25537,38.48,-82.3,WV
25865,37.73,-81.3,WV
25253,38.88,-81.97,WV
24901,37.8,-80.43,WV
25124,38.63,-81.76,WV
24951,37.45,-80.66,WV
26384,38.96,-80.71,WV
26629,38.57,-80.7,WV
26581,39.69,-80.51,WV
25125,38.33,-81.16,WV
25601,37.84,-81.98,WV
25612,37.76,-81.96,WV
25654,37.86,-81.86,WV
25868,38.05,-80.89,WV
25259,38.66,-81.29,WV
26810,38.92,-78.83,WV
26385,39.15,-80.35,WV
26386,39.37,-80.34,WV
25632,37.74,-81.93,WV
25876,37.63,-81.44,WV
26278,38.81,-80.03,WV
26138,39.02,-81.19,WV
26148,39.07,-81.18,WV
26152,39,-81.22,WV
25130,38.05,-81.8,WV
26541,39.7,-79.99,WV
25132,38.25,-81.37,WV
25635,37.74,-81.87,WV
26582,39.52,-80.34,WV
24954,38.22,-80.08,WV
25401,39.46,-77.96,WV
25403,39.46,-77.96,WV
25404,39.46,-77.96,WV
25405,39.46,-77.96,WV
25260,39.01,-82.02,WV
26542,39.55,-79.8,WV
25678,37.62,-82.16,WV
24860,37.68,-81.59,WV
26812,38.87,-78.86,WV
24736,37.41,-81.24,WV
24957,37.86,-80.41,WV
25133,38.48,-81.12,WV
26833,39.11,-79.16,WV
25976,37.86,-80.85,WV
26404,39.33,-80.32,WV
25977,37.8,-80.91,WV
26585,39.61,-80.43,WV
26149,39.49,-80.9,WV
25540,38.14,-82.13,WV
26280,38.73,-79.97,WV
25261,38.85,-81.07,WV
25432,39.29,-77.78,WV
25262,38.9,-81.81,WV
25541,38.43,-82.13,WV
26150,39.17,-81.53,WV
26405,39.22,-79.9,WV
25136,38.17,-81.31,WV
26283,39.06,-79.81,WV
26836,39.06,-78.96,WV
26838,38.81,-79.09,WV
26501,39.63,-79.94,WV
26505,39.63,-79.94,WV
26506,39.63,-79.94,WV
26508,39.63,-79.94,WV
25139,38.14,-81.32,WV
26408,39.2,-80.26,WV
25880,37.89,-81.17,WV
26678,38.17,-80.9,WV
26679,38.19,-80.8,WV
26684,38.14,-80.88,WV
26739,39.27,-79.24,WV
26151,38.89,-81.12,WV
25870,37.66,-81.39,WV
25882,37.57,-81.38,WV
26680,38.1,-80.88,WV
25140,37.89,-81.52,WV
26631,38.77,-80.57,WV
25141,38.62,-81.02,WV
25009,38.19,-81.71,WV
25142,38.15,-81.73,WV
26681,38.19,-80.67,WV
26374,39.44,-79.88,WV
26410,39.38,-79.85,WV
26743,39.37,-79.02,WV
26155,39.66,-80.85,WV
26162,39.57,-80.76,WV
26411,39.17,-80.71,WV
25266,38.59,-81.15,WV
25978,37.62,-80.93,WV
25143,38.41,-81.83,WV
25267,38.89,-80.95,WV
24868,37.41,-81.42,WV
25901,37.98,-81.14,WV
24870,37.69,-81.63,WV
25902,37.56,-81.23,WV
26845,39.14,-78.95,WV
25638,37.72,-82.01,WV
25545,38.48,-82.22,WV
25148,38.06,-81.56,WV
26412,38.89,-80.56,WV
25268,38.74,-81.09,WV
26159,39.6,-80.93,WV
26160,38.96,-81.42,WV
24846,37.53,-81.85,WV
24862,37.49,-81.9,WV
24872,37.49,-81.88,WV
26101,39.26,-81.54,WV
26104,39.26,-81.54,WV
26105,39.32,-81.53,WV
26287,39.09,-79.67,WV
25431,39.48,-78.55,WV
25434,39.53,-78.45,WV
24873,37.36,-81.66,WV
25547,37.92,-81.95,WV
24962,37.67,-80.7,WV
26415,39.28,-80.97,WV
26847,38.99,-79.12,WV
24963,37.39,-80.79,WV
25154,38.12,-81.7,WV
26416,39.15,-80.04,WV
26230,38.65,-80.19,WV
26750,39.47,-79.04,WV
26419,39.56,-80.68,WV
24874,37.58,-81.53,WV
25979,37.53,-80.96,WV
25159,38.47,-81.81,WV
25550,38.85,-82.13,WV
25437,39.44,-78.61,WV
25160,38.28,-81.28,WV
25161,38.09,-81.31,WV
25555,38.21,-82.56,WV
24739,37.33,-80.96,WV
24740,37.36,-81.1,WV
25908,37.65,-81.23,WV
25164,38.47,-81.22,WV
26327,39.13,-80.92,WV
26421,39.18,-80.94,WV
26852,39.23,-78.92,WV
26546,39.7,-80.06,WV
25981,38.05,-80.7,WV
26587,39.52,-80.29,WV
25165,38.16,-81.65,WV
25962,37.96,-80.77,WV
25557,38.13,-82.19,WV
25438,39.29,-77.86,WV
25913,37.69,-81.49,WV
26164,38.95,-81.76,WV
24879,37.34,-81.76,WV
26167,39.57,-80.74,WV
26289,39,-79.5,WV
25168,38.55,-81.89,WV
26547,39.51,-79.8,WV
25270,38.89,-81.42,WV
24966,37.98,-80.36,WV
25915,37.6,-81.3,WV
26261,38.22,-80.53,WV
26753,39.64,-78.77,WV
25169,38.15,-81.78,WV
26755,39.13,-78.67,WV
25271,38.82,-81.7,WV
26814,38.74,-79.43,WV
26560,39.53,-80.14,WV
26588,39.53,-80.12,WV
25173,38.09,-81.24,WV
24747,37.38,-81.23,WV
26215,38.83,-80.34,WV
26234,38.83,-80.34,WV
26236,38.71,-80.3,WV
25174,37.83,-81.48,WV
26169,39.07,-81.57,WV
24880,37.64,-81.51,WV
26757,39.34,-78.75,WV
24970,37.74,-80.47,WV
26636,38.78,-80.89,WV
26425,39.34,-79.67,WV
25984,37.96,-80.68,WV
25177,38.37,-81.81,WV
26170,39.4,-81.19,WV
26426,39.28,-80.56,WV
25559,38.32,-82.24,WV
26430,38.91,-80.74,WV
25985,37.76,-80.88,WV
25275,38.9,-81.64,WV
25917,37.95,-81.24,WV
25560,38.44,-81.89,WV
24974,37.66,-80.4,WV
26884,38.83,-79.37,WV
25181,38.09,-81.64,WV
25918,37.7,-81.09,WV
26761,39.26,-78.7,WV
25442,39.35,-77.84,WV
25443,39.43,-77.8,WV
26431,39.39,-80.29,WV
26638,38.76,-80.99,WV
24882,37.61,-81.76,WV
24976,37.66,-80.52,WV
26175,39.55,-80.99,WV
25920,37.68,-81.28,WV
25444,39.37,-78.52,WV
26291,38.38,-80.06,WV
26437,39.49,-80.56,WV
26178,39.06,-81.06,WV
24977,37.86,-80.66,WV
25564,38.26,-81.88,WV
25187,38.7,-81.99,WV
25922,37.45,-81.11,WV
25276,38.8,-81.35,WV
26763,39.45,-78.69,WV
25565,38.07,-81.99,WV
24884,37.26,-81.56,WV
25928,37.57,-81.33,WV
26815,38.51,-79.32,WV
25567,38.19,-81.89,WV
26651,38.28,-80.84,WV
25446,39.24,-77.95,WV
25932,37.73,-81.34,WV
26601,38.66,-80.71,WV
26619,38.79,-80.76,WV
26690,38.27,-81.06,WV
25193,38,-81.56,WV
25025,38.3,-81.38,WV
24981,37.65,-80.75,WV
26237,38.83,-80.15,WV
26764,39.44,-79.54,WV
26292,39.14,-79.49,WV
26440,39.34,-79.93,WV
26691,38.39,-80.67,WV
25202,38.33,-81.85,WV
26443,39.08,-80.75,WV
26444,39.39,-79.74,WV
25203,38.04,-81.86,WV
25204,37.92,-81.62,WV
24983,37.59,-80.54,WV
26266,38.43,-80.5,WV
26866,38.79,-79.25,WV
26293,38.79,-79.92,WV
26282,38.51,-80.16,WV
26294,38.52,-80.03,WV
25206,37.95,-81.69,WV
25650,37.63,-81.85,WV
25938,38.14,-81.03,WV
26238,39.06,-80.11,WV
26180,39.18,-81.36,WV
26343,38.83,-80.4,WV
26447,38.84,-80.5,WV
26448,39.4,-80.48,WV
25285,38.57,-81.08,WV
25286,38.6,-81.4,WV
26590,39.7,-80.31,WV
24892,37.3,-81.68,WV
26851,39.07,-78.59,WV
26181,39.24,-81.67,WV
26184,39.3,-81.33,WV
25570,38.22,-82.44,WV
24985,37.58,-80.7,WV
26288,38.47,-80.41,WV
24801,37.43,-81.58,WV
25287,38.93,-82.07,WV
25571,38.28,-82.19,WV
26451,39.2,-80.4,WV
26452,39.04,-80.46,WV
26339,39.42,-80.62,WV
26456,39.29,-80.77,WV
25651,37.55,-81.97,WV
25208,37.9,-81.69,WV
25989,37.68,-81.03,WV
24986,37.79,-80.29,WV
25008,37.91,-81.36,WV
25209,37.97,-81.53,WV
26767,39.61,-78.76,WV
24991,37.96,-80.5,WV
25661,37.67,-82.27,WV
26187,39.4,-81.45,WV
25699,37.95,-82.36,WV
25213,38.52,-81.88,WV
25214,38.16,-81.56,WV
24993,37.66,-80.63,WV
26591,39.45,-80.26,WV
24898,37.58,-81.58,WV
25573,38.2,-81.95,WV
26865,39.18,-78.49,WV
30701,34.49,-84.94,GA
30705,34.77,-84.77,GA
30707,34.87,-85.29,GA
30708,34.95,-84.73,GA
30710,34.95,-84.95,GA
30711,34.93,-84.76,GA
30720,34.76,-84.97,GA
30721,34.76,-84.97,GA
30725,34.92,-85.35,GA
30728,34.7,-85.28,GA
30730,34.4,-85.4,GA
30731,34.48,-85.47,GA
30733,34.4,-85.03,GA
30734,34.5,-84.71,GA
30735,34.58,-84.94,GA
30736,34.91,-85.1,GA
30738,34.81,-85.5,GA
